id,category,section,text,level1,level2,level3,tags,difficulty
souron_ch8_001,総論第8章,鑑定評価の手順,"鑑定評価を行うためには、合理的かつ現実的な認識と判断に基づいた一定の秩序的な手順を必要とする。",秩序的,合理的|秩序的,合理的|現実的|秩序的,総論8章|手順|重要,1
souron_ch8_002,総論第8章,鑑定評価の手順,"この手順は、一般に鑑定評価の基本的事項の確定、依頼者、提出先等及び利害関係等の確認、処理計画の策定、対象不動産の確認、資料の収集及び整理、資料の検討及び価格形成要因の分析、鑑定評価の手法の適用、試算価格又は試算賃料の調整、鑑定評価額の決定並びに鑑定評価報告書の作成の作業から成っており",処理計画の策定,対象不動産の確認|価格形成要因の分析,基本的事項の確定|処理計画の策定|対象不動産の確認|価格形成要因の分析|試算価格又は試算賃料の調整|鑑定評価額の決定,総論8章|手順|重要,1
souron_ch8_003,総論第8章,鑑定評価の手順,"不動産の鑑定評価に当たっては、これらを秩序的に実施すべきである。",秩序的に実施,秩序的に実施,秩序的に実施,総論8章|手順,1
souron_ch8_004,総論第8章,基本的事項の確定,"鑑定評価に当たっては、まず、鑑定評価の基本的事項を確定しなければならない。",基本的事項を確定,まず|基本的事項を確定,まず|基本的事項を確定,総論8章|基本的事項の確定|重要,1
souron_ch8_005,総論第8章,基本的事項の確定,"このため、鑑定評価の依頼目的、条件及び依頼が必要となった背景について依頼者に明瞭に確認するものとする。",依頼目的,依頼目的|条件|背景,依頼目的|条件|背景|明瞭に確認,総論8章|基本的事項の確定|重要,1
souron_ch8_006,総論第8章,依頼者等の確認,"前節による依頼者への確認においては、あわせて、次に掲げる事項を確認するものとする。",次に掲げる事項,あわせて|次に掲げる事項を確認,あわせて|次に掲げる事項を確認,総論8章|依頼者等の確認,1
souron_ch8_007,総論第8章,依頼者等の確認,"Ⅰ 依頼者並びに鑑定評価書が依頼者以外の者へ提出される場合における当該提出先及び鑑定評価額が依頼者以外の者へ開示される場合における当該開示の相手方",提出先,開示の相手方,依頼者以外|提出先|開示の相手方,総論8章|依頼者等の確認|重要,2
souron_ch8_008,総論第8章,依頼者等の確認,"Ⅱ 関与不動産鑑定士及び関与不動産鑑定業者に係る利害関係等",利害関係等,関与不動産鑑定士|利害関係等,関与不動産鑑定士|関与不動産鑑定業者|利害関係等,総論8章|依頼者等の確認|重要,1
souron_ch8_009,総論第8章,依頼者等の確認,"関与不動産鑑定士（当該鑑定評価に関与するすべての不動産鑑定士をいう。以下同じ。）及び関与不動産鑑定業者（関与不動産鑑定士の所属する不動産鑑定業者をいう。以下同じ。）について",関与不動産鑑定業者,関与不動産鑑定士|関与不動産鑑定業者,関与不動産鑑定士|当該鑑定評価に関与するすべての|関与不動産鑑定業者|所属する,総論8章|依頼者等の確認,2
souron_ch8_010,総論第8章,依頼者等の確認,"対象不動産に関する利害関係又は対象不動産に関し利害関係を有する者との縁故若しくは特別の利害関係の有無及びその内容を明らかにしなければならない。",縁故若しくは特別の利害関係,利害関係|縁故若しくは特別の利害関係,利害関係|縁故|特別の利害関係|有無及びその内容,総論8章|依頼者等の確認|重要,2
souron_ch8_011,総論第8章,依頼者等の確認,"依頼者と関与不動産鑑定士及び関与不動産鑑定業者との間の特別の資本的関係、人的関係及び取引関係の有無並びにその内容を明らかにしなければならない。",資本的関係,人的関係|取引関係,資本的関係|人的関係|取引関係|有無並びにその内容,総論8章|依頼者等の確認|重要,2
souron_ch8_012,総論第8章,依頼者等の確認,"鑑定評価書が依頼者以外の者へ提出される場合における当該提出先又は鑑定評価額が依頼者以外の者へ開示される場合における当該開示の相手方（以下「提出先等」という。）と関与不動産鑑定士及び関与不動産鑑定業者との間の",提出先等,提出先等|関与不動産鑑定士,提出先等|依頼者以外|開示の相手方|関与不動産鑑定士,総論8章|依頼者等の確認,2
souron_ch8_013,総論第8章,依頼者等の確認,"特別の資本的関係、人的関係及び取引関係の有無並びにその内容を明らかにしなければならない。",資本的関係,人的関係|取引関係,資本的関係|人的関係|取引関係,総論8章|依頼者等の確認,2
souron_ch8_014,総論第8章,依頼者等の確認,"ただし、提出先等が未定の場合又は明らかとならない場合における当該提出先等については、その旨を明らかにすれば足りる。",未定の場合,明らかにすれば足りる,提出先等|未定の場合|明らかにすれば足りる,総論8章|依頼者等の確認,2
souron_ch8_015,総論第8章,依頼者等の確認,Ⅲ 鑑定評価額の公表の有無,公表の有無,,公表の有無,総論8章|依頼者等の確認|重要,1
souron_ch8_016,総論第8章,処理計画の策定,"処理計画の策定に当たっては、第１節により確定された鑑定評価の基本的事項に基づき",基本的事項に基づき,基本的事項に基づき,基本的事項に基づき|処理計画の策定,総論8章|処理計画の策定|重要,1
souron_ch8_017,総論第8章,処理計画の策定,"実施すべき作業の性質及び量、処理能力等に即応して",性質及び量,処理能力等に即応,作業の性質及び量|処理能力|即応,総論8章|処理計画の策定,2
souron_ch8_018,総論第8章,処理計画の策定,"鑑定評価の作業に係る処理計画を秩序的に策定しなければならない。",秩序的に策定,処理計画|秩序的に策定,処理計画|秩序的に策定,総論8章|処理計画の策定|重要,1
souron_ch8_019,総論第8章,対象不動産の確認,"対象不動産の確認に当たっては、第１節により確定された対象不動産についてその内容を明瞭にしなければならない。",明瞭に,内容を明瞭にしなければならない,内容を明瞭にしなければならない,総論8章|対象不動産の確認|重要,1
souron_ch8_020,総論第8章,対象不動産の確認,"対象不動産の確認は、対象不動産の物的確認及び権利の態様の確認に分けられ",物的確認|権利の態様の確認,物的確認|権利の態様の確認,物的確認|権利の態様の確認|分けられ,総論8章|対象不動産の確認|重要,1
souron_ch8_021,総論第8章,対象不動産の確認,"実地調査、聴聞、公的資料の確認等により、的確に行う必要がある。",実地調査|聴聞,実地調査|聴聞|公的資料,実地調査|聴聞|公的資料の確認,総論8章|対象不動産の確認,1
souron_ch8_022,総論第8章,物的確認,"対象不動産の物的確認に当たっては、土地についてはその所在、地番、数量等を、建物についてはこれらのほか家屋番号、建物の構造、用途等を、それぞれ実地に確認することを通じて",所在|地番|数量,家屋番号|構造|用途,所在|地番|数量|家屋番号|構造|用途,総論8章|物的確認|重要,1
souron_ch8_023,総論第8章,物的確認,"第１節により確定された対象不動産の存否及びその内容を、確認資料（第５節Ⅰ参照）を用いて照合しなければならない。",確認資料|照合,確認資料を用いて照合,確認資料|照合|存否及びその内容,総論8章|物的確認|重要,1
souron_ch8_024,総論第8章,物的確認,"また、物的確認を行うに当たっては、対象不動産について登記事項証明書等により登記又は登録されている内容とその実態との異同について把握する必要がある。",異同,登記又は登録されている内容とその実態との異同,登記事項証明書|登記又は登録されている内容|実態との異同,総論8章|物的確認,2
souron_ch8_025,総論第8章,権利の態様の確認,"権利の態様の確認に当たっては、Ⅰによって物的に確認された対象不動産について、当該不動産に係るすべての権利関係を明瞭に確認することにより",すべての権利関係,権利関係を明瞭に確認,権利関係|明瞭に確認,総論8章|権利の態様の確認|重要,1
souron_ch8_026,総論第8章,権利の態様の確認,"第１節により確定された鑑定評価の対象となる権利の存否及びその内容を、確認資料を用いて照合しなければならない。",確認資料|照合,権利の存否|確認資料を用いて照合,権利の存否及びその内容|確認資料|照合,総論8章|権利の態様の確認|重要,1
souron_ch8_027,総論第8章,資料の収集及び整理,"鑑定評価の成果は、採用した資料によって左右されるものであるから",採用した資料によって左右,採用した資料|左右,採用した資料|成果|左右,総論8章|資料の収集及び整理,1
souron_ch8_028,総論第8章,資料の収集及び整理,"資料の収集及び整理は、鑑定評価の作業に活用し得るように適切かつ合理的な計画に基づき",適切かつ合理的な計画,適切かつ合理的,適切かつ合理的な計画|活用し得るように,総論8章|資料の収集及び整理,1
souron_ch8_029,総論第8章,資料の収集及び整理,"実地調査、聴聞、公的資料の確認等により的確に行うものとし、公正妥当を欠くようなことがあってはならない。",公正妥当,実地調査|聴聞|公正妥当,実地調査|聴聞|公的資料|公正妥当,総論8章|資料の収集及び整理|重要,1
souron_ch8_030,総論第8章,確認資料,"確認資料とは、不動産の物的確認及び権利の態様の確認に必要な資料をいう。",確認資料,物的確認及び権利の態様の確認,確認資料|物的確認|権利の態様の確認,総論8章|確認資料|重要,1
souron_ch8_031,総論第8章,確認資料,"確認資料としては、登記事項証明書、土地又は建物等の図面、写真、不動産の所在地に関する地図等があげられる。",登記事項証明書,登記事項証明書|図面|写真|地図,登記事項証明書|図面|写真|地図,総論8章|確認資料,1
souron_ch8_032,総論第8章,要因資料,"要因資料とは、価格形成要因に照応する資料をいう。",要因資料,価格形成要因に照応する資料,要因資料|価格形成要因に照応,総論8章|要因資料|重要,1
souron_ch8_033,総論第8章,要因資料,"要因資料は、一般的要因に係る一般資料、地域要因に係る地域資料及び個別的要因に係る個別資料に分けられる。",一般資料|地域資料|個別資料,一般的要因|地域要因|個別的要因,一般的要因|一般資料|地域要因|地域資料|個別的要因|個別資料,総論8章|要因資料|重要,1
souron_ch8_034,総論第8章,要因資料,"一般資料及び地域資料は、平素からできるだけ広くかつ組織的に収集しておくべきである。",組織的に収集,平素から|組織的に収集,平素から|広く|組織的に収集,総論8章|要因資料|重要,2
souron_ch8_035,総論第8章,要因資料,"個別資料は、対象不動産の種類、対象確定条件等案件の相違に応じて適切に収集すべきである。",対象確定条件,種類|対象確定条件|案件の相違,種類|対象確定条件|案件の相違|適切に収集,総論8章|要因資料,2
souron_ch8_036,総論第8章,事例資料,"事例資料とは、鑑定評価の手法の適用に必要とされる現実の取引価格、賃料等に関する資料をいう。",事例資料,現実の取引価格|賃料,事例資料|鑑定評価の手法の適用|現実の取引価格|賃料,総論8章|事例資料|重要,1
souron_ch8_037,総論第8章,事例資料,"事例資料としては、建設事例、取引事例、収益事例、賃貸借等の事例等があげられる。",取引事例|収益事例,建設事例|取引事例|収益事例|賃貸借等の事例,建設事例|取引事例|収益事例|賃貸借等の事例,総論8章|事例資料|重要,1
souron_ch8_038,総論第8章,事例資料,"なお、鑑定評価先例価格は鑑定評価に当たって参考資料とし得る場合があり、売買希望価格等についても同様である。",参考資料,鑑定評価先例価格|参考資料,鑑定評価先例価格|参考資料|売買希望価格,総論8章|事例資料,2
souron_ch8_039,総論第8章,資料の検討及び価格形成要因の分析,"資料の検討に当たっては、収集された資料についてそれが鑑定評価の作業に活用するために必要にして十分な資料であるか否か",必要にして十分,必要にして十分,必要にして十分な資料,総論8章|資料の検討|重要,1
souron_ch8_040,総論第8章,資料の検討及び価格形成要因の分析,"資料が信頼するに足りるものであるか否かについて考察しなければならない。",信頼するに足りる,信頼するに足りるものであるか否か,信頼するに足りる|考察しなければならない,総論8章|資料の検討|重要,1
souron_ch8_041,総論第8章,資料の検討及び価格形成要因の分析,"この場合においては、価格形成要因を分析するために、その資料が対象不動産の種類並びに鑑定評価の依頼目的及び条件に即応しているか否かについて検討すべきである。",依頼目的及び条件に即応,種類|依頼目的及び条件に即応,種類|依頼目的|条件に即応,総論8章|資料の検討,2
souron_ch8_042,総論第8章,資料の検討及び価格形成要因の分析,"価格形成要因の分析に当たっては、収集された資料に基づき、一般的要因を分析するとともに",一般的要因を分析,一般的要因を分析,一般的要因を分析,総論8章|価格形成要因の分析|重要,1
souron_ch8_043,総論第8章,資料の検討及び価格形成要因の分析,"地域分析及び個別分析を通じて対象不動産についてその最有効使用を判定しなければならない。",最有効使用を判定,地域分析|個別分析|最有効使用を判定,地域分析|個別分析|最有効使用を判定,総論8章|価格形成要因の分析|重要,1
souron_ch8_044,総論第8章,資料の検討及び価格形成要因の分析,"さらに、価格形成要因について、専門職業家としての注意を尽くしてもなお対象不動産の価格形成に重大な影響を与える要因が十分に判明しない場合には",専門職業家としての注意,重大な影響,専門職業家|重大な影響|十分に判明しない,総論8章|価格形成要因の分析|重要,2
souron_ch8_045,総論第8章,資料の検討及び価格形成要因の分析,"原則として他の専門家が行った調査結果等を活用することが必要である。",他の専門家が行った調査結果,原則として|他の専門家が行った調査結果,原則として|他の専門家|調査結果|活用,総論8章|価格形成要因の分析|重要,2
souron_ch8_046,総論第8章,資料の検討及び価格形成要因の分析,"ただし、依頼目的や依頼者の事情による制約がある場合には、依頼者の同意を得て",依頼者の同意を得て,依頼目的|依頼者の同意を得て,依頼目的|依頼者の事情による制約|依頼者の同意,総論8章|価格形成要因の分析,2
souron_ch8_047,総論第8章,資料の検討及び価格形成要因の分析,"想定上の条件を設定して鑑定評価を行うこと若しくは調査範囲等条件を設定して鑑定評価を行うこと",想定上の条件|調査範囲等条件,想定上の条件|調査範囲等条件,想定上の条件|調査範囲等条件,総論8章|価格形成要因の分析|重要,2
souron_ch8_048,総論第8章,資料の検討及び価格形成要因の分析,"又は自己の調査分析能力の範囲内で当該要因に係る価格形成上の影響の程度を推定して鑑定評価を行うことができる。",推定,自己の調査分析能力|推定,自己の調査分析能力|価格形成上の影響|推定,総論8章|価格形成要因の分析,3
souron_ch8_049,総論第8章,資料の検討及び価格形成要因の分析,"この場合、想定上の条件又は調査範囲等条件を設定するためには条件設定に係る一定の要件を満たすことが必要であり",一定の要件を満たす,条件設定|一定の要件,条件設定|一定の要件を満たす,総論8章|価格形成要因の分析,3
souron_ch8_050,総論第8章,資料の検討及び価格形成要因の分析,"また、推定を行うためには客観的な推定ができると認められることが必要である。",客観的な推定,客観的な推定ができると認められること,客観的な推定|認められること,総論8章|価格形成要因の分析,3
souron_ch8_051,総論第8章,鑑定評価の手法の適用,"鑑定評価の手法の適用に当たっては、鑑定評価の手法を当該案件に即して適切に適用すべきである。",当該案件に即して,当該案件に即して適切に適用,当該案件に即して|適切に適用,総論8章|手法の適用|重要,1
souron_ch8_052,総論第8章,鑑定評価の手法の適用,"この場合、地域分析及び個別分析により把握した対象不動産に係る市場の特性等を適切に反映した複数の鑑定評価の手法を適用すべきであり",市場の特性等|複数の鑑定評価の手法,市場の特性等|複数の鑑定評価の手法,市場の特性等|複数の手法,総論8章|手法の適用|重要,2
souron_ch8_053,総論第8章,鑑定評価の手法の適用,"対象不動産の種類、所在地の実情、資料の信頼性等により複数の鑑定評価の手法の適用が困難な場合においても、その考え方をできるだけ参酌するように努めるべきである。",参酌,複数の鑑定評価の手法の適用が困難|参酌,資料の信頼性|困難な場合|参酌,総論8章|手法の適用,2
souron_ch8_054,総論第8章,試算価格又は試算賃料の調整,"試算価格又は試算賃料の調整とは、鑑定評価の複数の手法により求められた各試算価格又は試算賃料の再吟味及び各試算価格又は試算賃料が有する説得力に係る判断を行い",再吟味|説得力,再吟味|説得力に係る判断,再吟味|説得力に係る判断,総論8章|試算価格の調整|重要,1
souron_ch8_055,総論第8章,試算価格又は試算賃料の調整,"鑑定評価における最終判断である鑑定評価額の決定に導く作業をいう。",最終判断,鑑定評価額の決定に導く|最終判断,最終判断|鑑定評価額の決定,総論8章|試算価格の調整|重要,1
souron_ch8_056,総論第8章,試算価格又は試算賃料の調整,"試算価格又は試算賃料の調整に当たっては、対象不動産の価格形成を論理的かつ実証的に説明できるようにすることが重要である。",論理的かつ実証的に説明,論理的かつ実証的,論理的かつ実証的に説明できるように,総論8章|試算価格の調整|重要,1
souron_ch8_057,総論第8章,試算価格又は試算賃料の調整,"このため、鑑定評価の手順の各段階について、客観的、批判的に再吟味し",客観的|批判的に再吟味,客観的|批判的|再吟味,客観的|批判的|再吟味,総論8章|試算価格の調整|重要,2
souron_ch8_058,総論第8章,試算価格又は試算賃料の調整,"その結果を踏まえた各試算価格又は各試算賃料が有する説得力の違いを適切に反映することによりこれを行うものとする。",説得力の違いを適切に反映,説得力の違い|適切に反映,説得力の違いを適切に反映,総論8章|試算価格の調整|重要,2
souron_ch8_059,総論第8章,試算価格の再吟味,"この場合において、特に次の事項に留意すべきである。",次の事項に留意,次の事項に留意,次の事項に留意,総論8章|試算価格の再吟味,1
souron_ch8_060,総論第8章,試算価格の再吟味,"Ⅰ 各試算価格又は試算賃料の再吟味",再吟味,,各試算価格又は試算賃料の再吟味,総論8章|試算価格の再吟味|重要,1
souron_ch8_061,総論第8章,試算価格の再吟味,"１．資料の選択、検討及び活用の適否",資料の選択,選択|検討|活用の適否,資料の選択|検討|活用の適否,総論8章|試算価格の再吟味|重要,1
souron_ch8_062,総論第8章,試算価格の再吟味,"２．不動産の価格に関する諸原則の当該案件に即応した活用の適否",諸原則,諸原則の当該案件に即応した活用,価格に関する諸原則|即応した活用の適否,総論8章|試算価格の再吟味|重要,1
souron_ch8_063,総論第8章,試算価格の再吟味,"３．一般的要因の分析並びに地域分析及び個別分析の適否",地域分析|個別分析,一般的要因の分析|地域分析|個別分析の適否,一般的要因の分析|地域分析|個別分析の適否,総論8章|試算価格の再吟味|重要,1
souron_ch8_064,総論第8章,試算価格の再吟味,"４．各手法の適用において行った各種補正、修正等に係る判断の適否",補正|修正,各種補正|修正等に係る判断,補正|修正|判断の適否,総論8章|試算価格の再吟味|重要,2
souron_ch8_065,総論第8章,試算価格の再吟味,"５．各手法に共通する価格形成要因に係る判断の整合性",整合性,価格形成要因に係る判断の整合性,価格形成要因|判断の整合性,総論8章|試算価格の再吟味|重要,2
souron_ch8_066,総論第8章,試算価格の再吟味,"６．単価と総額との関連の適否",単価と総額,単価と総額との関連の適否,単価|総額|関連の適否,総論8章|試算価格の再吟味|重要,1
souron_ch8_067,総論第8章,試算価格の説得力,"Ⅱ 各試算価格又は試算賃料が有する説得力に係る判断",説得力に係る判断,,各試算価格が有する説得力に係る判断,総論8章|試算価格の説得力|重要,1
souron_ch8_068,総論第8章,試算価格の説得力,"１．対象不動産に係る地域分析及び個別分析の結果と各手法との適合性",適合性,地域分析及び個別分析の結果と各手法との適合性,地域分析|個別分析の結果|各手法との適合性,総論8章|試算価格の説得力|重要,2
souron_ch8_069,総論第8章,試算価格の説得力,"２．各手法の適用において採用した資料の特性及び限界からくる相対的信頼性",相対的信頼性,資料の特性及び限界|相対的信頼性,資料の特性|限界|相対的信頼性,総論8章|試算価格の説得力|重要,2
